Region,Country,Segment,Revenue,Cost,Profit,Units,Orders,Avg_Discount,Margin_Pct
North,Finland,Home Office,2410.11,1579.74,830.37,27,5,0.0,34.45
North,Ireland,Consumer,9868.485,13674.45,-3805.965,263,30,0.5015384615384616,-38.57
North,Ireland,Corporate,3185.049,4663.05,-1478.001,81,12,0.5095238095238095,-46.4
North,Ireland,Home Office,3585.975,5694.39,-2108.415,70,9,0.5,-58.8
North,Mexico,Consumer,321099.22352,266138.66,54960.563519999996,5180,701,0.06239332365747461,17.12
North,Mexico,Corporate,198786.933,169751.84,29035.093,3162,402,0.06605392156862745,14.61
North,Mexico,Home Office,102704.461,83882.02,18822.441,1669,226,0.05122666666666666,18.33
North,Norway,Consumer,8022.12,6335.49,1686.63,127,17,0.0,21.02
North,Norway,Corporate,10763.82,7587.3,3176.52,95,15,0.0,29.51
North,Norway,Home Office,1739.4299999999998,1434.81,304.62,39,5,0.0,17.51
North,Sweden,Consumer,13113.105,20045.52,-6932.415,310,45,0.5078651685393258,-52.87
North,Sweden,Corporate,9909.738,14693.01,-4783.272,319,39,0.508974358974359,-48.27
North,Sweden,Home Office,7468.56,13272.24,-5803.68,124,16,0.5055555555555555,-77.71
North,United Kingdom,Consumer,270109.125,215254.11000000002,54855.015,3047,417,0.0696078431372549,20.31
North,United Kingdom,Corporate,166543.692,129543.63,37000.062,1970,242,0.06349514563106796,22.22
North,United Kingdom,Home Office,91923.483,71878.41,20045.073,1144,160,0.05894039735099338,21.81
North Asia,China,Consumer,337092.189,260695.41,76396.779,3502,464,0.015210355987055016,22.66
North Asia,China,Corporate,216842.157,177074.91,39767.247,2193,282,0.01416382252559727,18.34
North Asia,China,Home Office,146627.679,112108.62,34519.059,1386,179,0.01226158038147139,23.54
North Asia,Hong Kong,Consumer,3410.04,2757.3900000000003,652.65,49,6,0.0,19.14
North Asia,Hong Kong,Corporate,372.12,264.39,107.73,7,1,0.0,28.95
North Asia,Hong Kong,Home Office,2364.84,1567.1100000000001,797.7299999999999,14,2,0.0,33.73
North Asia,Japan,Consumer,46911.51,36366.96,10544.55,512,66,0.03656716417910448,22.48
North Asia,Japan,Corporate,37660.617,27330.69,10329.927,356,40,0.03375,27.43
North Asia,Japan,Home Office,16215.39,12761.4,3453.9900000000002,128,22,0.027777777777777776,21.3
North Asia,Mongolia,Consumer,40.23,57.239999999999995,-17.01,9,1,0.5,-42.28
North Asia,South Korea,Consumer,18756.672,25565.07,-6808.398,327,43,0.4482758620689655,-36.3
North Asia,South Korea,Corporate,4409.082,6203.82,-1794.738,120,17,0.4818181818181818,-40.71
North Asia,South Korea,Home Office,9959.625,14149.32,-4189.695,196,22,0.4423076923076923,-42.07
North Asia,Taiwan,Consumer,1184.28,771.24,413.03999999999996,27,4,0.0,34.88
North Asia,Taiwan,Corporate,6463.349999999999,5057.79,1405.56,25,1,0.0,21.75
Oceania,Australia,Consumer,499313.187,442276.02,57037.167,5716,743,0.14752148050231328,11.42
Oceania,Australia,Corporate,270473.907,239576.1,30897.807,3108,434,0.13778040141676506,11.42
Oceania,Australia,Home Office,155448.759,139476.3,15972.459,1849,243,0.14109014675052411,10.28
Oceania,New Zealand,Consumer,79642.776,74162.85,5479.9259999999995,1040,157,0.19936507936507938,6.88
Oceania,New Zealand,Corporate,50169.858,46396.17,3773.688,650,100,0.18071065989847718,7.52
Oceania,New Zealand,Home Office,42207.99,34861.32,7346.67,399,58,0.16379310344827586,17.41
Oceania,Papua New Guinea,Consumer,594.5070000000001,906.42,-311.913,28,5,0.4666666666666667,-52.47
Oceania,Papua New Guinea,Corporate,2183.148,2195.61,-12.462,31,3,0.36666666666666664,-0.57
Oceania,Papua New Guinea,Home Office,150.48,244.70999999999998,-94.22999999999999,17,1,0.5,-62.62
South,Argentina,Consumer,29856.74496,39460.2,-9603.45504,788,104,0.4304423076923077,-32.17
South,Argentina,Corporate,18486.73032,24237.22,-5750.48968,464,55,0.4326,-31.11
South,Argentina,Home Office,9168.308,12508.16,-3339.852,252,32,0.4436774193548387,-36.43
South,Bolivia,Consumer,6035.4,4362.62,1672.78,112,16,0.0,27.72
South,Bolivia,Corporate,1579.08,1433.1,145.98,9,4,0.0,9.24
South,Bolivia,Home Office,3974.4900000000002,3563.9,410.59,53,6,0.013466666666666667,10.33
South,Brazil,Consumer,191712.31344,179026.3,12686.01344,3250,414,0.14841239570917758,6.62
South,Brazil,Corporate,102336.3408,92126.81999999999,10209.5208,1773,232,0.1430544662309368,9.98
South,Brazil,Home Office,67057.76472,59862.8,7194.96472,1125,139,0.14166777408637873,10.73
South,Chile,Consumer,18077.5822,13901.08,4176.5022,305,51,0.002457831325301205,23.1
South,Chile,Corporate,10277.4224,8484.26,1793.1624,141,16,5.882352941176471e-05,17.45
South,Chile,Home Office,7092.06612,5317.4,1774.6661199999999,105,13,0.00023076923076923076,25.02
South,Colombia,Consumer,46549.62016,34972.74,11576.88016,708,78,0.0022315789473684212,24.87
South,Colombia,Corporate,17891.52116,14729.44,3162.08116,320,53,0.004262626262626263,17.67
South,Colombia,Home Office,17061.38844,13002.3,4059.08844,249,32,0.00016901408450704225,23.79
South,Ecuador,Consumer,5889.31788,4538.4800000000005,1350.83788,100,11,0.006580645161290323,22.94
South,Ecuador,Corporate,3135.012,2588.5,546.5120000000001,60,8,0.011764705882352941,17.43
South,Ecuador,Home Office,4318.65048,3667.9000000000005,650.75048,38,5,0.02525,15.07
South,Italy,Consumer,146703.813,137171.76,9532.053,2055,271,0.11852517985611512,6.5
South,Italy,Corporate,100022.241,93275.76,6746.481,1352,185,0.1298913043478261,6.74
South,Italy,Home Office,42983.604,39433.38,3550.224,719,92,0.13043478260869565,8.26
South,Paraguay,Consumer,1435.38,1156.88,278.5,25,4,0.0,19.4
South,Paraguay,Corporate,415.4,299.94,115.46000000000001,11,1,0.0,27.79
South,Paraguay,Home Office,739.58752,718.32,21.267519999999998,15,1,0.0006666666666666666,2.88
South,Peru,Consumer,10552.36372,13884.86,-3332.49628,304,41,0.40683146067415726,-31.58
South,Peru,Corporate,4682.064,6010.38,-1328.316,166,17,0.4066666666666667,-28.37
South,Peru,Home Office,2598.756,3445.82,-847.0640000000001,97,15,0.4107142857142857,-32.59
South,Portugal,Consumer,7073.16,10353.15,-3279.99,178,23,0.5,-46.37
South,Portugal,Corporate,7963.17,13321.529999999999,-5358.360000000001,106,13,0.5,-67.29
South,Portugal,Home Office,68.79,133.5,-64.71,2,1,0.5,-94.07
South,Spain,Consumer,141901.28399999999,115952.45999999999,25948.824,1637,218,0.03371559633027523,18.29
South,Spain,Corporate,99649.623,80190.36,19459.263,1005,149,0.03271375464684015,19.53
South,Spain,Home Office,45595.773,36613.74,8982.033,598,79,0.04155844155844156,19.7
South,United States,Consumer,195580.971,168667.3982,26913.572799999998,3178,444,0.14212410501193318,13.76
South,United States,Corporate,121885.9325,106670.7093,15215.2232,2016,247,0.1577450980392157,12.48
South,United States,Home Office,74255.0015,69634.3672,4620.6343,1015,131,0.14338235294117646,6.22
South,Uruguay,Consumer,9403.324,7795.22,1608.104,71,10,0.011764705882352941,17.1
South,Uruguay,Corporate,79.96000000000001,45.68,34.28,14,2,0.0,42.87
South,Uruguay,Home Office,229.26,182.3,46.96,16,3,0.0,20.48
South,Venezuela,Consumer,14118.88088,19455.420000000002,-5336.53912,404,56,0.4056363636363637,-37.8
South,Venezuela,Corporate,7610.10372,10860.16,-3250.05628,211,25,0.41313043478260875,-42.71
South,Venezuela,Home Office,4858.84496,7494.96,-2636.11504,159,15,0.41584210526315796,-54.25
Southeast Asia,Cambodia,Consumer,12062.49,8867.460000000001,3195.03,97,12,0.0,26.49
Southeast Asia,Cambodia,Corporate,2903.73,2287.41,616.3199999999999,33,7,0.0,21.23
Southeast Asia,Cambodia,Home Office,2509.8,1844.6100000000001,665.1899999999999,24,2,0.0,26.5
Southeast Asia,Indonesia,Consumer,211239.6078,203793.98,7445.6278,2731,370,0.29134265734265735,3.52
Southeast Asia,Indonesia,Corporate,128904.6813,123432.39,5472.2913,1615,215,0.30392857142857144,4.25
Southeast Asia,Indonesia,Home Office,64743.2088,62052.45,2690.7588,891,113,0.30303964757709256,4.16
Southeast Asia,Malaysia,Consumer,35223.78,26871.21,8352.57,357,40,0.0,23.71
Southeast Asia,Malaysia,Corporate,16374.75,11623.32,4751.43,194,25,0.0,29.02
Southeast Asia,Malaysia,Home Office,9763.68,6537.72,3225.96,125,17,0.0,33.04
Southeast Asia,Myanmar (Burma),Consumer,15022.845299999999,15585.3,-562.4547,237,29,0.24101449275362316,-3.74
Southeast Asia,Myanmar (Burma),Corporate,12572.2443,14059.08,-1486.8356999999999,185,19,0.23808510638297875,-11.83
Southeast Asia,Myanmar (Burma),Home Office,6543.7821,6603.75,-59.967900000000014,67,10,0.215,-0.92
Southeast Asia,Philippines,Consumer,96384.951,106864.44,-10479.489,1397,169,0.34449035812672174,-10.87
Southeast Asia,Philippines,Corporate,44464.5915,48384.42,-3919.8285,671,85,0.348876404494382,-8.82
Southeast Asia,Philippines,Home Office,42570.6225,44299.53,-1728.9075000000003,538,72,0.3457142857142857,-4.06
Southeast Asia,Singapore,Consumer,26416.71,20785.68,5631.03,359,44,0.0,21.32
Southeast Asia,Singapore,Corporate,6459.18,5014.98,1444.2,107,18,0.0,22.36
Southeast Asia,Singapore,Home Office,7410.36,5632.53,1777.8300000000002,88,10,0.0,23.99
Southeast Asia,Thailand,Consumer,35031.0645,37991.76,-2960.6955000000003,589,73,0.3436842105263158,-8.45
Southeast Asia,Thailand,Corporate,26876.9778,29182.8,-2305.8222,303,39,0.378433734939759,-8.58
Southeast Asia,Thailand,Home Office,15143.912699999999,17185.59,-2041.6773,218,26,0.38833333333333336,-13.48
Southeast Asia,Vietnam,Consumer,29371.3668,29758.29,-386.92319999999995,502,65,0.24553956834532376,-1.32
Southeast Asia,Vietnam,Corporate,15795.5529,16660.170000000002,-864.6171,242,30,0.2303174603174603,-5.47
Southeast Asia,Vietnam,Home Office,20633.2797,21251.97,-618.6903000000001,252,27,0.23507936507936508,-3.0
West,United States,Consumer,362880.773,305430.169,57450.604,6477,825,0.10750598086124402,15.83
West,United States,Corporate,225855.2745,191417.8446,34437.4299,3630,485,0.11395833333333334,15.25
West,United States,Home Office,136721.777,120191.362,16530.415,2159,301,0.10691768826619966,12.09
