Product ID,Product Name,Category,Sub-Category,Total_Revenue,Total_Cost,Total_Profit,Total_Units,Avg_Discount,Avg_Price,Transactions,Margin_Pct,Revenue_Sharing,Is_Tail
FUR-TA-10003307,"Barricks Conference Table, Fully Assembled",Furniture,Tables,1938.24,2035.2,-96.96,4,0.2,484.56,1,-5.0,0.015,False
FUR-TA-10003319,"Barricks Coffee Table, with Bottom Storage",Furniture,Tables,1125.6,745.78,379.82,7,0.2,160.79999999999998,1,33.74,0.009,False
FUR-TA-10003323,"Bevis Round Table, Adjustable Height",Furniture,Tables,2705.9759999999997,4038.24,-1332.264,8,0.35,338.24699999999996,2,-49.23,0.021,False
FUR-TA-10003354,"Barricks Conference Table, Adjustable Height",Furniture,Tables,3728.0069999999996,5810.4,-2082.393,9,0.5249999999999999,431.90324999999996,2,-55.86,0.029,False
FUR-TA-10003358,"Hon Round Table, Rectangular",Furniture,Tables,2190.848,2601.7599999999998,-410.912,8,0.2,273.856,1,-18.76,0.017,False
FUR-TA-10003371,"Chromcraft Training Table, Adjustable Height",Furniture,Tables,38.144,125.88,-87.736,1,0.8,38.144,1,-230.01,0.0,True
FUR-TA-10003386,"Hon Round Table, with Bottom Storage",Furniture,Tables,1100.608,784.24,316.368,4,0.2,275.152,1,28.74,0.009,False
FUR-TA-10003392,Global Adaptabilities Conference Tables,Furniture,Tables,3540.348,3186.3132,354.0348,14,0.15000000000000002,238.833,4,10.0,0.028,False
FUR-TA-10003405,"Lesro Computer Table, Adjustable Height",Furniture,Tables,1661.049,1916.6399999999999,-255.591,6,0.35,276.8415,1,-15.39,0.013,False
FUR-TA-10003449,"Chromcraft Coffee Table, Rectangular",Furniture,Tables,211.728,264.66,-52.932,3,0.6,70.57600000000001,1,-25.0,0.002,False
FUR-TA-10003451,"Hon Coffee Table, Adjustable Height",Furniture,Tables,1017.8879999999999,865.3199999999999,152.568,6,0.2,169.648,2,14.99,0.008,False
FUR-TA-10003469,Balt Split Level Computer Training Table,Furniture,Tables,1040.625,1398.6,-357.97499999999997,12,0.38,86.025,5,-34.4,0.008,False
FUR-TA-10003473,Bretford Rectangular Conference Table Tops,Furniture,Tables,12995.2915,13322.524599999999,-327.23310000000004,46,0.24583333333333335,283.66470833333335,12,-2.52,0.103,False
FUR-TA-10003485,"Bevis Training Table, Rectangular",Furniture,Tables,354.72,270.48,84.24,2,0.2,177.36,1,23.75,0.003,False
FUR-TA-10003497,"Bevis Training Table, Adjustable Height",Furniture,Tables,899.12,584.5,314.62,5,0.2,179.824,2,34.99,0.007,False
FUR-TA-10003510,"Hon Computer Table, Fully Assembled",Furniture,Tables,345.597,335.72999999999996,9.867,1,0.3,345.597,1,2.86,0.003,False
FUR-TA-10003518,"Chromcraft Training Table, Fully Assembled",Furniture,Tables,302.4816,433.8,-131.3184,2,0.47,151.2408,1,-43.41,0.002,False
FUR-TA-10003522,"Chromcraft Conference Table, with Bottom Storage",Furniture,Tables,1047.204,2827.56,-1780.356,6,0.7,174.534,2,-170.01,0.008,False
FUR-TA-10003527,"Chromcraft Wood Table, with Bottom Storage",Furniture,Tables,2509.104,3049.6800000000003,-540.576,8,0.3499999999999999,313.638,3,-21.54,0.02,False
FUR-TA-10003539,"Bevis Wood Table, Fully Assembled",Furniture,Tables,142.688,303.22,-160.532,1,0.6,142.688,1,-112.51,0.001,False
FUR-TA-10003568,"Chromcraft Conference Table, Rectangular",Furniture,Tables,464.128,1009.48,-545.352,2,0.6,232.064,1,-117.5,0.004,False
FUR-TA-10003569,Bretford CR8500 Series Meeting Room Furniture,Furniture,Tables,6776.562,6315.435,461.12700000000007,21,0.18333333333333335,327.46700000000004,6,6.8,0.054,False
FUR-TA-10003576,"Hon Coffee Table, Adjustable Height",Furniture,Tables,445.326,381.72,63.606,2,0.3,222.663,1,14.28,0.004,False
FUR-TA-10003583,"Lesro Computer Table, with Bottom Storage",Furniture,Tables,3099.816,2686.56,413.256,8,0.2,344.424,2,13.33,0.025,False
FUR-TA-10003591,"Bevis Wood Table, Rectangular",Furniture,Tables,2788.6949999999997,3086.16,-297.46500000000003,7,0.175,438.22349999999994,2,-10.67,0.022,False
FUR-TA-10003594,"Hon Conference Table, with Bottom Storage",Furniture,Tables,491.456,995.2,-503.744,2,0.6,245.728,1,-102.5,0.004,False
FUR-TA-10003596,"Lesro Computer Table, Adjustable Height",Furniture,Tables,3279.5069999999996,2904.99,374.51700000000005,11,0.3,298.137,2,11.42,0.026,False
FUR-TA-10003597,"Bevis Wood Table, with Bottom Storage",Furniture,Tables,1422.96,2774.8,-1351.84,10,0.5333333333333333,166.01199999999997,3,-95.0,0.011,False
FUR-TA-10003627,"Bevis Conference Table, with Bottom Storage",Furniture,Tables,1847.52,1108.56,738.96,2,0.0,923.76,1,40.0,0.015,False
FUR-TA-10003637,"Lesro Coffee Table, with Bottom Storage",Furniture,Tables,176.4,168.84,7.56,1,0.3,176.4,1,4.29,0.001,False
FUR-TA-10003641,"Barricks Wood Table, with Bottom Storage",Furniture,Tables,2205.568,1516.4800000000002,689.088,8,0.2,275.696,1,31.24,0.017,False
FUR-TA-10003663,"Bevis Computer Table, Adjustable Height",Furniture,Tables,1509.076,1623.8999999999999,-114.824,5,0.1,295.254,2,-7.61,0.012,False
FUR-TA-10003690,"Hon Computer Table, Fully Assembled",Furniture,Tables,962.7345,1347.8400000000001,-385.1055,3,0.35,320.9115,1,-40.0,0.008,False
FUR-TA-10003715,Hon 2111 Invitation Series Corner Table,Furniture,Tables,3140.55,3542.5404,-401.9904,18,0.2,167.496,4,-12.8,0.025,False
FUR-TA-10003747,"Lesro Round Table, Rectangular",Furniture,Tables,2495.169,3075.3,-580.131,9,0.42500000000000004,258.5085,2,-23.25,0.02,False
FUR-TA-10003748,Bevis 36 x 72 Conference Tables,Furniture,Tables,4332.252,3884.0879999999997,448.164,40,0.1625,104.26037500000001,8,10.34,0.034,False
FUR-TA-10003748,"Bevis Round Table, Adjustable Height",Furniture,Tables,312.228,1092.8700000000001,-780.642,3,0.8,104.07600000000001,1,-250.02,0.002,False
FUR-TA-10003771,"Hon Computer Table, Adjustable Height",Furniture,Tables,1028.601,1249.0200000000002,-220.419,3,0.3,342.867,1,-21.43,0.008,False
FUR-TA-10003782,"Lesro Training Table, Rectangular",Furniture,Tables,319.644,639.36,-319.716,6,0.7,53.274,1,-100.02,0.003,False
FUR-TA-10003785,"Hon Round Table, Adjustable Height",Furniture,Tables,828.96,715.02,113.94,3,0.2,276.32,1,13.74,0.007,False
FUR-TA-10003786,"Hon Training Table, Fully Assembled",Furniture,Tables,1537.182,1203.12,334.062,6,0.175,275.69025,2,21.73,0.012,False
FUR-TA-10003790,"Bevis Computer Table, Fully Assembled",Furniture,Tables,3609.996,4984.98,-1374.984,14,0.48333333333333334,255.50199999999998,3,-38.09,0.029,False
FUR-TA-10003837,Anderson Hickey Conga Table Tops & Accessories,Furniture,Tables,51.782,69.2965,-17.514499999999998,5,0.30000000000000004,10.661,2,-33.82,0.0,True
FUR-TA-10003855,"Lesro Round Table, with Bottom Storage",Furniture,Tables,90.402,213.96,-123.558,1,0.7,90.402,1,-136.68,0.001,True
FUR-TA-10003887,"Hon Conference Table, Adjustable Height",Furniture,Tables,1477.872,2881.92,-1404.048,6,0.6,246.312,2,-95.0,0.012,False
FUR-TA-10003893,"Lesro Wood Table, with Bottom Storage",Furniture,Tables,2393.2416,3272.01,-878.7684,7,0.235,357.58395,2,-36.72,0.019,False
FUR-TA-10003899,"Barricks Round Table, with Bottom Storage",Furniture,Tables,2632.9275,4378.32,-1745.3925,9,0.425,288.36825,2,-66.29,0.021,False
FUR-TA-10003926,"Hon Wood Table, with Bottom Storage",Furniture,Tables,2833.76,2798.4,35.36,10,0.2,283.37600000000003,1,1.25,0.022,False
FUR-TA-10003926,"Lesro Conference Table, Adjustable Height",Furniture,Tables,515.862,1289.6999999999998,-773.838,3,0.7,171.95399999999998,1,-150.01,0.004,False
FUR-TA-10003929,"Hon Computer Table, Fully Assembled",Furniture,Tables,1312.64,935.3000000000002,377.34,5,0.2,262.528,1,28.75,0.01,False
FUR-TA-10003954,"Barricks Conference Table, with Bottom Storage",Furniture,Tables,1269.912,1306.2,-36.288,2,0.3,634.956,1,-2.86,0.01,False
FUR-TA-10003954,Hon 94000 Series Round Tables,Furniture,Tables,7404.5,8085.714,-681.2139999999999,30,0.16,248.79119999999998,5,-9.2,0.059,False
FUR-TA-10003963,"Bevis Conference Table, Fully Assembled",Furniture,Tables,555.138,2479.68,-1924.542,4,0.85,138.7845,1,-346.68,0.004,False
FUR-TA-10004005,"Bevis Coffee Table, Rectangular",Furniture,Tables,631.5,745.2,-113.7,4,0.5,157.875,1,-18.0,0.005,False
FUR-TA-10004050,"Lesro Coffee Table, Fully Assembled",Furniture,Tables,202.776,507.0,-304.224,4,0.8,50.694,1,-150.03,0.002,False
FUR-TA-10004054,"Lesro Conference Table, with Bottom Storage",Furniture,Tables,2830.014,4682.58,-1852.566,7,0.475,450.22950000000003,2,-65.46,0.022,False
FUR-TA-10004086,KI Adjustable-Height Table,Furniture,Tables,1788.384,1810.7388,-22.354800000000004,27,0.2571428571428572,63.870857142857155,7,-1.25,0.014,False
FUR-TA-10004132,"Bevis Coffee Table, with Bottom Storage",Furniture,Tables,827.268,1221.8400000000001,-394.572,4,0.35,206.817,1,-47.7,0.007,False
FUR-TA-10004134,"Barricks Training Table, with Bottom Storage",Furniture,Tables,339.52,398.96,-59.44,2,0.2,169.76,1,-17.51,0.003,False
FUR-TA-10004147,Hon 4060 Series Tables,Furniture,Tables,1231.56,1135.2744,96.2856,13,0.2,89.568,4,7.82,0.01,False
FUR-TA-10004152,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",Furniture,Tables,1088.64,1193.472,-104.832,16,0.32,68.544,5,-9.63,0.009,False
FUR-TA-10004154,"Lesro Round Table, Adjustable Height",Furniture,Tables,726.72,744.9,-18.18,3,0.2,242.24,1,-2.5,0.006,False
FUR-TA-10004154,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",Furniture,Tables,4446.175,5593.575,-1147.4,25,0.3,200.79500000000002,5,-25.81,0.035,False
FUR-TA-10004175,"Hon 30"" x 60"" Table with Locking Drawer",Furniture,Tables,1296.028,1473.3792,-177.3512,6,0.3333333333333333,227.37333333333333,3,-13.68,0.01,False
FUR-TA-10004219,"Bevis Computer Table, with Bottom Storage",Furniture,Tables,1291.446,1331.28,-39.834,4,0.35,322.8615,1,-3.08,0.01,False
FUR-TA-10004249,"Lesro Wood Table, Fully Assembled",Furniture,Tables,1219.14,2641.6,-1422.46,13,0.6999999999999998,93.78000000000002,3,-116.68,0.01,False
FUR-TA-10004256,Bretford Just In Time Height-Adjustable Multi-Task Work Tables,Furniture,Tables,5634.9,6599.094,-964.194,17,0.225,323.485,4,-17.11,0.045,False
FUR-TA-10004289,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Furniture,Tables,1706.25,2854.6875,-1148.4375,15,0.48333333333333334,113.02083333333333,3,-67.31,0.013,False
FUR-TA-10004306,"Barricks Round Table, Fully Assembled",Furniture,Tables,1877.792,1525.7199999999998,352.072,7,0.2,268.256,2,18.75,0.015,False
FUR-TA-10004308,"Lesro Wood Table, Adjustable Height",Furniture,Tables,3193.416,2542.4000000000005,651.0160000000001,14,0.3666666666666667,198.28400000000002,3,20.39,0.025,False
FUR-TA-10004336,"Hon Wood Table, Fully Assembled",Furniture,Tables,2273.2799999999997,1704.96,568.3199999999999,8,0.2,284.15999999999997,2,25.0,0.018,False
FUR-TA-10004342,"Chromcraft Round Table, with Bottom Storage",Furniture,Tables,4133.835,3853.8,280.03499999999997,15,0.4375,262.74375,4,6.77,0.033,False
FUR-TA-10004353,"Chromcraft Wood Table, with Bottom Storage",Furniture,Tables,193.008,527.5600000000001,-334.552,2,0.7,96.504,1,-173.34,0.002,False
FUR-TA-10004371,"Lesro Round Table, Adjustable Height",Furniture,Tables,953.82,2511.81,-1557.99,7,0.7,136.26000000000002,1,-163.34,0.008,False
FUR-TA-10004383,"Bevis Coffee Table, Adjustable Height",Furniture,Tables,2412.3860999999997,3171.96,-759.5739,11,0.35666666666666663,206.10469999999998,3,-31.49,0.019,False
FUR-TA-10004406,"Bevis Computer Table, Fully Assembled",Furniture,Tables,2248.488,1825.2799999999997,423.20799999999997,8,0.1,297.594,2,18.82,0.018,False
FUR-TA-10004416,"Bevis Wood Table, Adjustable Height",Furniture,Tables,535.8,632.28,-96.48,2,0.5,267.9,1,-18.01,0.004,False
FUR-TA-10004440,"Chromcraft Wood Table, Fully Assembled",Furniture,Tables,967.98,861.54,106.44,3,0.0,322.66,1,11.0,0.008,False
FUR-TA-10004442,Riverside Furniture Stanwyck Manor Table Series,Furniture,Tables,917.9200000000001,1333.8525,-415.9325,5,0.3666666666666667,181.67166666666665,3,-45.31,0.007,False
FUR-TA-10004468,"Lesro Training Table, Fully Assembled",Furniture,Tables,540.54,491.93999999999994,48.6,2,0.0,270.27,1,8.99,0.004,False
FUR-TA-10004484,"Barricks Wood Table, Adjustable Height",Furniture,Tables,363.384,462.03000000000003,-98.646,1,0.3,363.384,1,-27.15,0.003,False
FUR-TA-10004504,"Lesro Computer Table, with Bottom Storage",Furniture,Tables,172.212,499.44,-327.228,2,0.7,86.106,1,-190.01,0.001,False
FUR-TA-10004524,"Bevis Round Table, with Bottom Storage",Furniture,Tables,2072.76,2150.55,-77.79,5,0.22499999999999998,401.59725000000003,2,-3.75,0.016,False
FUR-TA-10004531,"Chromcraft Coffee Table, Rectangular",Furniture,Tables,529.32,264.66,264.66,3,0.0,176.44000000000003,1,50.0,0.004,False
FUR-TA-10004534,Bevis 44 x 96 Conference Tables,Furniture,Tables,3253.2200000000003,3417.94,-164.72000000000003,20,0.18,168.83800000000002,5,-5.06,0.026,False
FUR-TA-10004544,"Chromcraft Coffee Table, Fully Assembled",Furniture,Tables,456.552,1847.76,-1391.208,8,0.725,73.854,2,-304.72,0.004,False
FUR-TA-10004575,Hon 5100 Series Wood Tables,Furniture,Tables,5965.09,6203.6936,-238.60359999999997,26,0.21428571428571427,228.62714285714287,7,-4.0,0.047,False
FUR-TA-10004584,"Hon Training Table, Rectangular",Furniture,Tables,132.108,224.60000000000002,-92.492,2,0.7,66.054,1,-70.01,0.001,False
FUR-TA-10004607,Hon 2111 Invitation Series Straight Table,Furniture,Tables,2040.054,2155.3614000000002,-115.30739999999999,18,0.2714285714285714,107.70471428571429,7,-5.65,0.016,False
FUR-TA-10004619,Hon Non-Folding Utility Tables,Furniture,Tables,3775.647,3233.993,541.654,29,0.2,127.44800000000001,5,14.35,0.03,False
FUR-TA-10004634,"Bevis Training Table, Adjustable Height",Furniture,Tables,1753.284,2427.84,-674.556,8,0.35,219.1605,2,-38.47,0.014,False
FUR-TA-10004649,"Barricks Round Table, Rectangular",Furniture,Tables,1622.01,2245.95,-623.94,5,0.35,324.402,1,-38.47,0.013,False
FUR-TA-10004653,"Chromcraft Training Table, Rectangular",Furniture,Tables,2029.3265999999999,2904.84,-875.5134,12,0.385,173.09789999999998,2,-43.14,0.016,False
FUR-TA-10004667,"Bevis Wood Table, Adjustable Height",Furniture,Tables,642.96,632.2800000000001,10.68,2,0.4,321.48,1,1.66,0.005,False
FUR-TA-10004680,"Lesro Wood Table, Fully Assembled",Furniture,Tables,3094.74,2827.71,267.03,9,0.22499999999999998,363.39750000000004,2,8.63,0.024,False
FUR-TA-10004711,"Lesro Conference Table, Adjustable Height",Furniture,Tables,4298.85,3997.9500000000003,300.9,5,0.0,859.7700000000001,1,7.0,0.034,False
FUR-TA-10004722,"Barricks Computer Table, Adjustable Height",Furniture,Tables,1545.0825,2091.9,-546.8175,5,0.35,309.0165,1,-35.39,0.012,False
FUR-TA-10004730,"Barricks Training Table, Adjustable Height",Furniture,Tables,1330.0335,1929.48,-599.4465,7,0.42500000000000004,184.28175,2,-45.07,0.011,False
FUR-TA-10004744,"Lesro Conference Table, with Bottom Storage",Furniture,Tables,4287.9,2487.0,1800.9,5,0.0,857.5799999999999,2,42.0,0.034,False
FUR-TA-10004745,"Chromcraft Conference Table, Rectangular",Furniture,Tables,2436.672,2924.04,-487.368,4,0.3,609.168,1,-20.0,0.019,False
FUR-TA-10004748,"Bevis Coffee Table, Fully Assembled",Furniture,Tables,623.3175,815.13,-191.8125,3,0.35,207.7725,1,-30.77,0.005,False
FUR-TA-10004757,"Barricks Training Table, with Bottom Storage",Furniture,Tables,958.0830000000001,1648.92,-690.837,7,0.57,136.869,2,-72.11,0.008,False
FUR-TA-10004767,Safco Drafting Table,Furniture,Tables,638.8199999999999,604.7496,34.0704,12,0.2,56.784000000000006,4,5.33,0.005,False
FUR-TA-10004801,"Hon Conference Table, Rectangular",Furniture,Tables,2818.42,2175.1,643.3199999999999,5,0.1,551.43,2,22.83,0.022,False
FUR-TA-10004810,"Barricks Computer Table, Adjustable Height",Furniture,Tables,1267.76,1046.0,221.76,5,0.2,253.552,1,17.49,0.01,False
FUR-TA-10004817,"Lesro Coffee Table, with Bottom Storage",Furniture,Tables,504.0,776.1600000000001,-272.16,4,0.5,126.0,1,-54.0,0.004,False
FUR-TA-10004820,"Barricks Wood Table, Fully Assembled",Furniture,Tables,3525.12,3155.46,369.66,11,0.1,311.03999999999996,2,10.49,0.028,False
FUR-TA-10004826,"Bevis Training Table, Rectangular",Furniture,Tables,665.1,452.28000000000003,212.82,2,0.0,332.55,1,32.0,0.005,False
FUR-TA-10004832,"Hon Conference Table, with Bottom Storage",Furniture,Tables,982.912,995.2,-12.288,2,0.2,491.456,1,-1.25,0.008,False
FUR-TA-10004840,"Hon Conference Table, Adjustable Height",Furniture,Tables,5172.552,5283.52,-110.96800000000002,11,0.275,446.4405,4,-2.15,0.041,False
FUR-TA-10004892,"Chromcraft Wood Table, with Bottom Storage",Furniture,Tables,1447.56,883.0799999999999,564.48,3,0.0,482.52,1,39.0,0.011,False
FUR-TA-10004915,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",Furniture,Tables,5801.816,5868.6431999999995,-66.82720000000003,23,0.18,249.08320000000003,5,-1.15,0.046,False
FUR-TA-10004937,"Chromcraft Conference Table, Rectangular",Furniture,Tables,5569.536,6056.88,-487.344,12,0.2,464.128,4,-8.75,0.044,False
FUR-TA-10004957,"Bevis Wood Table, Fully Assembled",Furniture,Tables,460.1688,577.92,-117.7512,2,0.57,230.0844,1,-25.59,0.004,False
FUR-TA-10004972,"Chromcraft Wood Table, Rectangular",Furniture,Tables,768.144,1587.52,-819.376,8,0.7,96.018,1,-106.67,0.006,False
FUR-TEN-10000002,"Tenex Stacking Tray, Black",Furniture,Furnishings,60.696,65.25,-4.554,3,0.3,17.703,2,-7.5,0.0,True
FUR-TEN-10000296,"Tenex Door Stop, Durable",Furniture,Furnishings,327.36,676.59,-349.23,19,0.5199999999999999,19.6416,5,-106.68,0.003,False
FUR-TEN-10000325,"Tenex Light Bulb, Erganomic",Furniture,Furnishings,40.365,50.04,-9.674999999999999,3,0.2333333333333333,13.455,3,-23.97,0.0,True
FUR-TEN-10000377,"Tenex Light Bulb, Duo Pack",Furniture,Furnishings,18.99,16.74,2.25,1,0.0,18.99,1,11.85,0.0,True
FUR-TEN-10000407,"Tenex Door Stop, Erganomic",Furniture,Furnishings,510.12,428.76,81.36,12,0.0,42.51,5,15.95,0.004,False
FUR-TEN-10000525,"Tenex Clock, Black",Furniture,Furnishings,723.6,641.07,82.52999999999999,17,0.2375,38.315625,8,11.41,0.006,False
FUR-TEN-10000558,"Tenex Frame, Erganomic",Furniture,Furnishings,390.96,436.67999999999995,-45.720000000000006,6,0.19999999999999998,86.88,3,-11.69,0.003,False
FUR-TEN-10000986,"Tenex Frame, Duo Pack",Furniture,Furnishings,2123.772,2025.0,98.77199999999999,20,0.0875,100.41150000000002,8,4.65,0.017,False
FUR-TEN-10001349,"Tenex Frame, Black",Furniture,Furnishings,439.92,417.96000000000004,21.96,4,0.0,109.98,4,4.99,0.003,False
FUR-TEN-10001809,"Tenex Photo Frame, Erganomic",Furniture,Furnishings,237.162,296.82,-59.658,6,0.25999999999999995,37.3404,5,-25.15,0.002,False
FUR-TEN-10002418,"Tenex Clock, Duo Pack",Furniture,Furnishings,80.496,124.8,-44.304,4,0.6,20.124,1,-55.04,0.001,True
FUR-TEN-10002448,"Tenex Stacking Tray, Erganomic",Furniture,Furnishings,200.34000000000003,110.43,89.91,9,0.0,22.26,3,44.88,0.002,False
FUR-TEN-10003050,"Tenex Photo Frame, Black",Furniture,Furnishings,311.04,224.10000000000002,86.94,6,0.0,51.84,3,27.95,0.002,False
FUR-TEN-10003349,"Tenex Photo Frame, Durable",Furniture,Furnishings,542.457,516.48,25.977,16,0.27999999999999997,35.186400000000006,5,4.79,0.004,False
FUR-TEN-10003552,"Tenex Clock, Durable",Furniture,Furnishings,321.504,291.39,30.113999999999997,11,0.2333333333333333,36.248,3,9.37,0.003,False
FUR-TEN-10003648,"Tenex Stacking Tray, Erganomic",Furniture,Furnishings,414.99,399.6,15.389999999999999,18,0.12,20.988,5,3.71,0.003,False
FUR-TEN-10003871,"Tenex Frame, Durable",Furniture,Furnishings,834.6779999999999,975.9599999999999,-141.282,12,0.35,69.5565,2,-16.93,0.007,False
FUR-TEN-10003879,"Tenex Light Bulb, Black",Furniture,Furnishings,102.22200000000001,119.34,-17.118000000000002,9,0.19999999999999998,15.144,3,-16.75,0.001,True
FUR-TEN-10003900,"Tenex Stacking Tray, Durable",Furniture,Furnishings,88.305,134.4,-46.095,7,0.35,16.3995,4,-52.2,0.001,True
FUR-TEN-10003923,"Tenex Door Stop, Duo Pack",Furniture,Furnishings,426.315,265.98,160.335,11,0.25999999999999995,32.523,5,37.61,0.003,False
FUR-TEN-10004147,"Tenex Clock, Erganomic",Furniture,Furnishings,68.41799999999999,53.76,14.657999999999998,2,0.3,34.208999999999996,2,21.42,0.001,True
FUR-TEN-10004388,"Tenex Door Stop, Black",Furniture,Furnishings,131.67000000000002,88.28999999999999,43.38,3,0.0,43.89,2,32.95,0.001,False
FUR-TEN-10004549,"Tenex Light Bulb, Durable",Furniture,Furnishings,100.548,98.49000000000001,2.058,7,0.175,13.167000000000002,4,2.05,0.001,True
OFF-ACC-10000102,"Acco Binding Machine, Clear",Office Supplies,Binders,1091.8799999999999,1125.0,-33.12000000000001,25,0.14444444444444443,43.248333333333335,9,-3.03,0.009,False
OFF-ACC-10000218,"Acco Hole Reinforcements, Durable",Office Supplies,Binders,105.264,91.35,13.914000000000001,21,0.5222222222222221,3.8986666666666667,9,13.22,0.001,True
OFF-ACC-10000233,"Acco Binder, Economy",Office Supplies,Binders,313.605,287.1,26.505000000000003,22,0.10833333333333332,13.50875,12,8.45,0.002,False
OFF-ACC-10000307,"Acco Index Tab, Clear",Office Supplies,Binders,172.05599999999998,140.39999999999998,31.656,30,0.19230769230769232,6.493846153846153,13,18.4,0.001,False
OFF-ACC-10000375,"Accos Staples, 12 Pack",Office Supplies,Fasteners,20.76,16.44,4.32,2,0.0,10.38,2,20.81,0.0,True
OFF-ACC-10000497,"Accos Rubber Bands, Assorted Sizes",Office Supplies,Fasteners,50.868,54.45,-3.581999999999999,5,0.2333333333333333,10.833,3,-7.04,0.0,True
OFF-ACC-10000687,"Accos Clamps, 12 Pack",Office Supplies,Fasteners,225.72,189.72,36.0,12,0.0,18.81,3,15.95,0.002,False
OFF-ACC-10000798,"Acco Hole Reinforcements, Economy",Office Supplies,Binders,111.888,109.62,2.267999999999999,18,0.06,6.2604,10,2.03,0.001,True
OFF-ACC-10000808,"Acco 3-Hole Punch, Economy",Office Supplies,Binders,343.368,293.04,50.328,12,0.06666666666666667,28.112000000000002,9,14.66,0.003,False
OFF-ACC-10001028,"Accos Push Pins, Metal",Office Supplies,Fasteners,84.912,85.25999999999999,-0.347999999999999,7,0.12,12.883199999999999,5,-0.41,0.001,True
OFF-ACC-10001281,"Accos Clamps, Bulk Pack",Office Supplies,Fasteners,341.08799999999997,195.51,145.578,19,0.11666666666666665,17.119,6,42.68,0.003,False
OFF-ACC-10001285,"Acco Index Tab, Clear",Office Supplies,Binders,173.316,166.29000000000002,7.026000000000002,23,0.11666666666666665,7.579,12,4.05,0.001,False
OFF-ACC-10001703,"Acco Binder, Recycled",Office Supplies,Binders,210.936,271.08,-60.144000000000005,18,0.25,11.632499999999999,10,-28.51,0.002,False
OFF-ACC-10001993,"Acco Binder Covers, Clear",Office Supplies,Binders,100.96199999999999,80.19,20.772000000000002,11,0.35714285714285715,8.215714285714286,7,20.57,0.001,True
OFF-ACC-10002167,"Accos Paper Clips, Metal",Office Supplies,Fasteners,67.35,64.05000000000001,3.3000000000000003,5,0.0,13.47,4,4.9,0.001,True
OFF-ACC-10002220,"Acco Binding Machine, Economy",Office Supplies,Binders,689.715,653.4,36.31499999999999,18,0.32499999999999996,34.48575,8,5.27,0.005,False
OFF-ACC-10002327,"Accos Thumb Tacks, Metal",Office Supplies,Fasteners,59.34,55.95,3.3899999999999997,5,0.35,8.97,2,5.71,0.0,True
OFF-ACC-10002343,"Acco 3-Hole Punch, Durable",Office Supplies,Binders,518.568,485.16,33.40800000000001,26,0.20833333333333334,25.0325,12,6.44,0.004,False
OFF-ACC-10002425,"Accos Thumb Tacks, Assorted Sizes",Office Supplies,Fasteners,133.56,155.7,-22.14,15,0.24,8.4588,5,-16.58,0.001,False
OFF-ACC-10002680,"Acco Binding Machine, Recycled",Office Supplies,Binders,1265.67,1042.47,223.20000000000002,27,0.06666666666666667,48.02,9,17.63,0.01,False
OFF-ACC-10002772,"Acco Index Tab, Economy",Office Supplies,Binders,227.808,131.04,96.768,24,0.05384615384615384,9.537230769230769,13,42.48,0.002,False
OFF-ACC-10002834,"Accos Thumb Tacks, 12 Pack",Office Supplies,Fasteners,131.1,86.69999999999999,44.400000000000006,10,0.0,13.11,5,33.87,0.001,False
OFF-ACC-10002849,"Acco 3-Hole Punch, Clear",Office Supplies,Binders,621.18,565.11,56.06999999999999,23,0.18181818181818182,24.201818181818183,11,9.03,0.005,False
OFF-ACC-10002853,"Accos Thumb Tacks, Bulk Pack",Office Supplies,Fasteners,27.36,21.66,5.7,2,0.0,13.68,2,20.83,0.0,True
OFF-ACC-10003265,"Accos Rubber Bands, Bulk Pack",Office Supplies,Fasteners,160.128,93.72,66.408,11,0.2333333333333333,12.787999999999998,3,41.47,0.001,False
OFF-ACC-10003422,"Acco Binder, Durable",Office Supplies,Binders,372.96,276.0,96.96000000000001,23,0.05454545454545454,15.741818181818182,11,26.0,0.003,False
OFF-ACC-10003636,"Acco Binding Machine, Durable",Office Supplies,Binders,594.267,479.88000000000005,114.387,12,0.06999999999999999,48.9087,10,19.25,0.005,False
OFF-ACC-10003713,"Accos Clamps, Assorted Sizes",Office Supplies,Fasteners,269.28,188.64,80.64,16,0.0,16.83,3,29.95,0.002,False
OFF-ACC-10003745,"Accos Paper Clips, Assorted Sizes",Office Supplies,Fasteners,56.16,105.6,-49.44,8,0.32499999999999996,9.477,4,-88.03,0.0,True
OFF-ACC-10003788,"Acco Hole Reinforcements, Clear",Office Supplies,Binders,182.376,235.2,-52.824,40,0.11249999999999999,5.4315,16,-28.96,0.001,False
OFF-ACC-10003806,"Accos Clamps, Metal",Office Supplies,Fasteners,46.8,35.099999999999994,11.7,3,0.19999999999999998,15.6,3,25.0,0.0,True
OFF-ACC-10003909,"Accos Push Pins, Assorted Sizes",Office Supplies,Fasteners,35.910000000000004,35.28,0.63,3,0.0,11.97,2,1.75,0.0,True
OFF-ACC-10003925,"Accos Staples, Bulk Pack",Office Supplies,Fasteners,35.04,70.08,-35.04,8,0.4333333333333333,6.204999999999999,3,-100.0,0.0,True
